-0.302142 0.629646	-0.468646 -0.437506	0.751303 0.319782	0.384374 0.752014	0.603867 0.790833	0.290540 -0.494219	0.653237 0.502880	0.387346 -0.803606	0.639781 0.500007	0.692389 0.500295	0.204144 -0.447248	0.443633 0.882135	0.368019 0.799485	0.560744 0.607400	0.339973 0.029546	-0.102781 -0.829903	-0.864264 0.130356	-0.810361 0.809437	-0.367139 0.791816	-0.625853 0.309730	
-3.247863 -1.626995	-3.961762 1.114015	0.880337 -6.430369	-4.293609 -4.587858	6.308918 4.166222	-1.939393 -4.845861	-0.650836 3.872803	-6.579469 -2.872443	3.810537 -1.109951	-0.330120 -2.979283	-0.467286 1.572617	-4.990632 8.551560	-2.444102 1.979527	7.687366 -2.511606	-4.973879 2.643341	5.743560 3.692709	9.286123 0.604635	0.767022 -2.601738	2.373822 0.469541	-4.365568 2.670868	
-3.872456 -1.776553	-4.720976 1.893131	0.053059 -7.332226	-3.587041 -3.795568	5.543940 4.459553	-2.484032 -5.463094	-1.385486 3.092390	-6.908559 -2.897247	3.535706 -1.282566	-1.248685 -3.820641	-1.160935 0.615418	-4.887249 7.746233	-2.152615 1.143241	7.811623 -1.893636	-5.782534 2.051531	5.572307 3.222323	9.149513 1.574483	1.577094 -2.525283	2.275559 0.327779	-4.274059 1.774067	
-4.440418 -1.900567	-4.542193 1.008353	-0.767865 -7.205412	-2.616361 -3.710433	6.302979 4.021350	-2.768192 -6.142781	-2.064617 3.348259	-7.531395 -2.672705	4.488815 -1.547526	-2.155102 -3.533035	-1.415273 0.720251	-4.569312 7.098790	-2.180059 0.599587	7.686191 -1.122438	-6.732497 2.646658	5.518421 3.892517	8.241734 1.157111	2.521494 -1.616727	3.117525 -0.381788	-3.575762 1.223582	
-4.355388 -1.051013	-4.016218 1.294079	-0.473122 -6.444397	-1.772366 -3.267618	6.242821 3.152424	-2.879652 -6.900503	-2.740510 2.863115	-8.187563 -2.065462	5.347356 -1.951128	-1.562893 -3.795489	-1.450409 -0.021364	-4.301250 6.566575	-2.663606 -0.143990	7.046944 -1.212225	-6.740018 2.832815	6.145475 3.382254	7.490046 0.224541	2.615517 -0.677734	3.546295 -1.068020	-4.566778 1.041739	
-4.063900 -0.400223	-3.107370 0.840945	-0.553947 -7.334606	-1.209715 -3.957643	5.303261 2.479232	-3.702721 -7.722408	-2.442584 3.176261	-7.360589 -1.728993	5.710972 -1.360891	-0.675830 -4.084594	-0.766849 -0.363420	-3.857767 7.468022	-2.292325 -0.354352	6.341265 -0.966327	-6.089616 2.824863	5.179856 3.413789	7.078663 0.614902	3.031578 0.156654	4.102662 -0.334074	-4.523014 0.990164	
-3.893597 0.016534	-4.006160 0.994660	-1.084437 -7.550844	-0.260751 -4.618599	5.040493 3.129441	-3.551953 -7.929207	-2.634235 4.169779	-6.946147 -2.234675	4.778070 -1.077292	-0.337517 -4.862891	-0.086508 -0.302965	-3.597603 7.271079	-2.105310 -0.597381	5.527344 -1.858860	-6.557975 2.904836	5.305240 2.935115	6.144340 1.417187	2.347425 0.475220	4.440059 -1.053192	-4.410622 0.614009	
-3.557723 0.087588	-4.969666 0.382450	-0.917322 -7.560858	0.546025 -5.410810	4.336490 2.226485	-3.107308 -6.981447	-3.448989 3.361996	-7.390279 -2.759040	5.081835 -1.283259	-0.231300 -5.241852	-0.060777 0.145283	-2.636209 7.368720	-2.669889 -1.512049	5.014748 -1.411754	-6.760959 2.325440	5.836841 2.201812	6.662993 1.645635	3.006586 0.584033	5.310416 -0.187603	-5.055238 1.137163	
-3.012673 -0.334707	-4.815010 1.329752	-1.802709 -6.864431	0.722894 -5.191616	3.651099 1.370880	-2.987147 -6.349514	-3.243387 4.037385	-7.965912 -2.702233	5.822912 -0.858179	-0.214810 -6.062085	-0.243022 0.692924	-3.121484 7.626453	-3.291647 -0.738706	4.752999 -1.180614	-7.636559 2.218503	5.614187 3.169671	6.689125 2.054391	3.756441 0.439501	5.949670 -1.105258	-4.877255 0.754030	
-3.487969 -0.420754	-5.632431 1.822380	-1.372812 -5.879852	1.485030 -5.703798	3.191541 1.787850	-3.627390 -6.518670	-2.999376 3.466391	-8.214368 -1.843022	5.544060 -1.567675	0.423131 -5.588109	0.199292 0.469517	-4.075749 7.606216	-3.669179 0.163242	5.748422 -1.967427	-8.530499 1.599866	4.928739 2.899019	7.307897 1.893825	3.061560 0.967250	6.378347 -0.210050	-5.816826 1.171529	
-3.094974 -0.364609	-5.668902 2.343715	-1.784622 -6.874570	2.310137 -6.348327	2.983200 0.994519	-3.738536 -7.045751	-3.755768 3.663416	-8.249642 -1.670131	5.002814 -2.547354	0.095882 -5.146132	0.614978 1.148914	-3.280935 8.345157	-3.145370 -0.155346	4.856948 -1.373682	-7.591049 1.364836	5.114308 2.491021	7.751285 1.477941	3.347501 0.865749	6.630473 -0.036015	-5.270551 0.712614	
-3.772544 -0.848866	-6.139455 2.399618	-1.931863 -6.574225	2.715224 -6.025077	2.970983 1.964540	-3.164764 -7.648392	-2.827820 3.922532	-8.989386 -1.479114	4.061064 -3.182135	0.893293 -5.826010	0.866179 1.003557	-2.624937 9.100489	-3.382376 -0.739159	3.921526 -1.307557	-8.431523 1.871901	4.218568 2.585019	8.043579 1.496907	2.749992 0.663447	7.379290 0.492016	-4.866085 1.630016	
-4.025103 -1.362690	-5.165891 3.030238	-1.427645 -6.820892	3.212736 -6.572221	3.395455 1.932661	-3.061127 -8.305225	-2.374048 4.382219	-8.437813 -1.078518	3.351896 -3.567071	1.233095 -4.876952	0.042662 0.372466	-3.582709 8.140333	-3.242759 -0.619892	3.997535 -0.601932	-7.669304 2.424062	3.938689 2.463354	7.855224 1.014133	2.974393 1.607423	6.452491 1.062812	-5.570178 1.295828	
-3.205406 -1.869101	-5.892765 3.388143	-0.761371 -6.945876	3.346674 -6.303058	4.297281 2.653399	-3.712616 -7.351854	-1.396291 5.092025	-8.384973 -0.911719	2.774292 -3.830057	1.639572 -5.812047	-0.637720 0.674257	-4.554600 7.866284	-4.110240 -1.103610	3.066167 -0.024222	-6.993307 1.880946	4.453319 2.504615	7.173243 0.881157	3.393293 1.330729	6.029961 1.957669	-5.468819 0.604333	
-2.292354 -1.581361	-5.031910 2.714867	-0.559337 -6.861445	4.257894 -5.638451	3.657724 1.924264	-3.778890 -7.918100	-1.275005 5.884367	-8.921547 -1.125428	2.607140 -3.752108	2.201530 -6.056030	-1.571863 1.213167	-5.246211 7.270831	-3.398386 -1.199783	3.849175 0.098369	-7.507020 1.080832	4.959376 2.847489	6.240152 1.566033	2.762620 0.429547	5.911975 1.779006	-4.791655 0.699381	
-2.849880 -1.449478	-4.898463 2.600003	-1.404027 -6.845265	4.615902 -5.696335	3.316527 0.941025	-4.151215 -7.213249	-1.762859 5.984578	-8.121047 -2.026989	2.839950 -2.968217	2.721824 -5.279833	-1.103340 1.022167	-4.421163 6.974129	-3.851733 -0.442546	4.112633 0.569764	-8.307508 1.498718	5.541830 3.738389	5.510464 2.267311	3.638534 1.039977	4.950581 2.079094	-5.400441 1.486383	
-3.806185 -0.511400	-4.389876 2.704147	-1.110479 -7.554107	4.034798 -5.145653	2.455796 0.631732	-3.843319 -6.803137	-2.507127 6.832588	-7.562502 -1.561434	2.977983 -1.968307	2.231928 -4.404695	-0.618875 1.555128	-4.971556 6.039798	-4.603879 -0.617085	4.236186 0.228229	-8.536841 1.206647	5.127700 3.123702	4.669738 2.234563	4.145414 1.028080	3.977330 3.054911	-5.386471 1.781786	
-3.873810 0.189713	-4.834341 3.419338	-0.179436 -7.472907	3.500219 -5.786602	2.434611 0.324500	-2.863270 -6.174366	-2.500788 6.398207	-7.658410 -0.699930	2.288046 -2.371924	2.954026 -5.214490	-0.783673 0.872242	-5.422018 6.226440	-5.362450 -1.384503	3.434270 0.547310	-7.603327 0.791924	5.924930 2.718691	4.638972 1.687519	3.201765 1.858900	4.574331 2.421199	-4.526791 1.096466	
-3.395036 0.168086	-4.384328 2.871115	-0.023030 -7.192623	3.882219 -4.971755	1.658435 0.255353	-2.124039 -5.387946	-3.473675 7.390329	-7.055034 -1.519147	1.947699 -2.797684	3.615666 -4.518815	-1.388455 1.658876	-5.701599 5.585485	-4.634046 -1.446718	3.257041 0.368716	-7.605308 0.224025	6.281642 2.752283	5.265810 0.884433	4.152708 1.970262	4.038599 1.453218	-5.263227 1.903206	
-2.445322 -0.462577	-3.418596 3.687796	-0.150957 -8.171822	3.882828 -5.884183	2.218925 0.301907	-2.600830 -5.600918	-2.873255 7.568646	-7.071554 -2.432380	1.115454 -2.623417	4.112723 -4.594859	-0.394083 2.068625	-5.636612 4.750625	-5.017520 -1.088527	4.202663 1.220738	-7.740382 0.840604	6.697656 3.524434	4.436644 0.467555	3.638429 2.394757	4.802934 1.851929	-5.607606 2.544846	
-2.265141 -1.291453	-4.125557 4.622580	-0.096619 -9.100840	4.856385 -5.404153	2.786250 0.710161	-2.774389 -5.521852	-2.071598 8.249336	-6.601932 -1.470157	0.276223 -3.014031	4.469387 -5.043185	0.575706 1.451404	-6.076154 4.902219	-5.829109 -1.473265	4.704786 1.644248	-8.506905 0.462940	5.740700 3.180514	4.138195 0.270113	4.463373 1.546764	4.950333 1.460921	-6.099339 2.648508	
-2.089929 -1.970335	-3.380244 3.808959	0.791763 -9.556013	5.064126 -5.384942	3.471000 0.281605	-2.571761 -5.454408	-1.713035 8.715800	-7.190702 -1.632881	-0.193809 -2.432726	5.408741 -4.953526	0.437273 0.951928	-6.870891 4.833094	-6.704641 -1.077358	5.224938 2.616033	-7.734732 0.844299	6.050800 3.044086	3.518402 -0.483728	5.424751 1.900281	5.802061 1.116941	-5.759190 2.907594	
-1.957149 -1.884996	-2.849956 3.919269	1.787583 -9.996816	5.007420 -5.178567	4.408885 -0.399045	-2.643291 -5.223282	-1.816497 8.350884	-7.922470 -2.558771	-0.225559 -1.439312	5.927561 -5.791721	0.193239 1.565811	-7.577113 5.499713	-7.390508 -1.944615	5.187899 3.381876	-8.294853 -0.037889	6.812687 3.718723	4.165513 -0.858135	6.261178 1.282035	6.796794 0.605607	-6.370606 3.790858	
-1.463232 -2.480345	-2.202858 4.413885	1.193318 -10.707613	5.440496 -5.566522	3.959072 -0.027580	-2.006154 -6.183912	-2.696975 9.120525	-7.893532 -1.579632	-0.256073 -2.206470	6.911893 -5.391154	-0.122186 1.988929	-6.895050 6.492738	-6.516691 -1.655922	4.629170 2.402269	-8.781405 -0.944145	6.928402 4.055160	3.584203 -0.514481	6.613373 1.254608	6.181885 1.202929	-6.704364 4.455957	
-2.177406 -2.940970	-1.507530 5.218933	0.852153 -10.975824	5.932297 -5.275968	4.187299 0.585104	-1.190532 -6.779211	-2.633126 8.536463	-7.819338 -2.560739	-0.277217 -3.155402	5.976602 -4.981599	0.774484 2.667764	-7.820341 5.582982	-5.810096 -2.245019	5.286262 2.529348	-8.801262 -1.335475	6.423752 3.362511	3.579393 -0.143935	7.330110 0.597712	6.010636 0.390929	-6.702267 5.419042	
-1.729206 -3.672961	-2.267163 4.580638	-0.076853 -11.648932	5.694025 -5.829655	3.363000 0.721722	-1.559027 -7.269849	-2.978561 9.373814	-8.660706 -3.534289	0.379913 -2.288979	5.130486 -4.590879	1.440753 2.906154	-7.844157 4.785883	-4.873019 -3.165652	4.619006 2.826026	-9.091672 -1.432865	6.186319 2.835882	3.431569 -0.052885	6.425535 0.249730	6.032739 0.694590	-7.453269 5.035750	
-0.983436 -2.997869	-2.247911 3.876969	-1.051733 -11.146145	4.743657 -5.632026	3.866794 1.020728	-2.334108 -7.669384	-3.581030 10.118366	-9.464077 -3.620969	0.979713 -2.268467	4.348421 -5.275475	1.731276 2.005964	-8.651188 4.328748	-4.927848 -3.669192	4.224568 2.744929	-8.916834 -1.831745	5.226011 3.626080	2.738890 0.584698	7.076143 0.268659	6.235859 0.414882	-8.052465 5.010859	
-0.427683 -2.582309	-2.357393 4.810906	-1.387951 -10.283709	5.398770 -4.922806	3.496747 0.288952	-3.200002 -6.753127	-3.837760 10.718041	-9.792072 -4.326540	1.721505 -1.634976	4.927211 -5.233647	2.227986 1.932522	-8.950333 4.511761	-4.977624 -3.523405	4.700162 3.209039	-8.883895 -1.973592	4.289255 2.811626	3.098329 0.003277	6.278329 -0.415672	5.592660 -0.175970	-7.057572 5.359589	
-0.706396 -3.146852	-2.516436 4.215591	-2.290137 -10.295205	4.520372 -4.199957	2.802080 -0.239283	-4.000654 -6.024371	-4.022013 11.254473	-9.196563 -3.581054	2.230819 -1.142346	5.164686 -4.549596	2.431316 1.242997	-8.306323 5.410241	-5.961680 -4.236073	4.472940 2.742767	-8.499068 -2.969206	4.085418 3.793396	2.660869 -0.951169	6.189786 -0.182645	6.300380 0.112577	-7.793516 5.125699	
0.183572 -3.191235	-2.875997 3.844684	-3.014498 -9.415391	5.279545 -3.973295	1.977510 -0.747660	-4.570677 -5.700747	-4.063304 11.341600	-9.112286 -3.827740	1.650381 -1.908970	5.467110 -3.683975	2.619686 1.386902	-7.893930 4.950604	-6.543811 -5.051066	4.406226 2.815791	-7.705045 -2.619005	4.817460 3.326531	2.956950 -1.232199	6.054882 -1.059893	6.448889 0.679654	-8.260039 5.894463	
-0.688890 -4.138085	-3.146408 3.029152	-2.580440 -9.013348	5.709726 -3.949010	1.847993 0.098575	-4.061705 -4.800000	-4.559064 11.892669	-8.640269 -3.856474	1.956886 -2.484496	4.858097 -3.054397	2.928490 2.203639	-8.368900 4.895417	-7.526633 -5.852935	4.028162 2.948781	-6.801947 -2.746600	5.463839 3.018310	3.802995 -0.777016	5.347140 -1.397717	7.317187 0.177703	-7.309309 6.355832	
-0.197088 -4.771538	-2.666207 2.125365	-3.573016 -8.366414	5.795666 -3.286770	2.614189 -0.575021	-4.324744 -5.533930	-3.596823 12.700343	-9.291028 -3.907348	2.633303 -1.756825	4.809892 -3.188646	3.457131 2.007959	-7.661098 5.208473	-8.125826 -6.405006	3.449898 2.548337	-6.271899 -2.112773	4.540739 3.389828	3.871764 -1.606734	4.805990 -1.417089	8.085798 -0.618377	-7.937870 6.971305	
-0.259787 -4.453826	-3.100270 2.276053	-3.297592 -9.210022	5.686940 -3.788081	3.462617 -1.427224	-4.737354 -6.334622	-4.442740 13.009883	-8.524171 -3.040116	3.383232 -2.201381	3.900007 -3.639182	4.429072 2.315884	-7.352549 4.672978	-8.832169 -6.552229	4.371620 2.111371	-6.692703 -2.668049	5.503813 2.441636	3.964878 -2.020083	5.587569 -1.845884	8.477668 -0.358963	-7.439388 6.227612	
-0.093412 -3.724177	-3.468842 1.500357	-4.191651 -9.391893	4.736098 -2.909442	4.081413 -1.079451	-4.859174 -6.376908	-4.061607 12.918615	-8.503684 -2.424894	2.643222 -2.800870	4.329287 -3.463574	4.666801 2.498555	-7.367463 4.765060	-8.993339 -6.395837	4.945358 1.976696	-6.521332 -3.421356	4.935892 1.586334	3.377704 -1.722943	6.554254 -1.954941	9.347393 -0.256476	-7.764272 6.656045	
-0.054892 -4.649029	-3.865249 2.402910	-4.016873 -8.728385	5.553126 -3.660532	4.834836 -1.141100	-4.611754 -5.898520	-4.849341 13.668471	-7.929577 -2.379808	2.451108 -3.192721	4.524328 -3.811110	4.617289 2.382605	-7.534850 4.773657	-9.228428 -5.698876	4.291654 1.264235	-5.997925 -3.781661	5.600719 2.512393	2.765006 -2.239765	5.997764 -2.711351	9.115270 -0.007939	-6.784333 7.477506	
0.842262 -5.614533	-2.944025 3.384913	-3.999470 -8.412890	5.748931 -3.676501	4.573618 -1.903484	-4.965056 -6.742171	-5.168790 14.116460	-7.730477 -1.892340	2.288847 -3.101535	4.003746 -3.358577	3.787091 2.436452	-7.335313 3.861436	-9.432230 -5.648063	3.668752 0.975156	-5.046822 -4.282925	4.781964 1.547727	1.879460 -1.790931	6.031361 -2.487916	9.818784 -0.647477	-7.594007 7.932972	
0.708816 -5.410173	-3.893925 3.126552	-3.034213 -7.699611	6.523261 -4.227137	4.010658 -2.034113	-5.153283 -5.999918	-5.533132 14.561896	-7.087606 -2.749898	2.177199 -3.831558	3.268320 -3.867256	3.807885 3.007420	-7.293562 3.137215	-9.054546 -6.300949	2.816516 1.401371	-5.617320 -4.012918	4.497985 0.933615	1.459322 -1.684942	6.389680 -2.609674	9.479297 -0.893018	-6.740843 7.629801	
1.084504 -5.513013	-2.909007 3.601949	-2.777507 -6.896817	6.967774 -4.335467	3.580008 -1.908581	-4.657092 -5.804682	-6.496136 14.758559	-7.921983 -2.489909	1.550736 -3.817080	3.882058 -3.938562	4.228631 3.018877	-7.880506 3.212612	-9.981332 -5.403174	2.043635 1.170048	-4.794699 -4.922349	4.741820 1.530894	1.821942 -0.802134	7.338164 -3.279877	9.038456 -1.798901	-6.852764 7.527738	
0.806147 -5.350742	-2.408136 3.083565	-1.910968 -6.208393	7.770187 -4.851221	3.616265 -2.636548	-5.065539 -5.405025	-7.294186 15.385986	-7.043962 -2.884071	2.031949 -2.833889	3.379056 -3.982899	4.484213 3.117525	-7.100521 3.908193	-10.448575 -4.728436	1.985978 0.422240	-5.169643 -4.302446	4.274949 1.389001	0.931865 -1.425214	8.185086 -4.184328	9.218878 -2.262281	-7.010887 8.491161	
0.139274 -5.093207	-3.133923 3.011085	-1.497922 -6.859867	8.608975 -4.326241	3.204086 -3.348159	-4.709342 -5.129733	-6.575117 15.619988	-6.297470 -2.808253	2.175973 -2.957970	3.998571 -3.271417	4.870145 3.072677	-6.810226 4.460653	-10.791803 -4.438354	2.235167 1.008680	-4.387929 -3.903245	4.476405 1.651999	0.194557 -1.610644	7.535938 -4.575102	8.848972 -2.528814	-6.057861 8.424927	
0.115271 -4.515307	-2.875921 2.441380	-2.294592 -6.186517	8.294765 -3.765641	2.237981 -2.840151	-4.567088 -5.595300	-7.249906 15.181019	-6.629265 -2.847513	2.295801 -3.506540	3.382904 -4.138034	4.089080 2.835407	-5.976658 4.489825	-10.527277 -3.976901	2.830422 1.190047	-3.476954 -3.646977	4.395298 1.295960	0.043905 -2.596660	7.952814 -4.342370	9.490737 -3.328617	-5.914817 7.630847	
-0.603156 -4.720968	-2.169632 1.855863	-1.466921 -6.729725	8.989824 -3.014800	2.355360 -2.016169	-4.074585 -5.044119	-8.120764 14.765102	-6.620820 -3.766674	2.015536 -3.234787	3.447090 -3.147923	4.089742 2.379548	-5.335657 3.630586	-9.720785 -4.137301	2.259005 0.966804	-3.180271 -4.476050	3.550626 1.057498	0.186913 -2.848360	8.032314 -4.698108	9.882661 -3.581016	-6.902471 7.499914	
-1.422930 -3.888109	-1.286936 2.811568	-1.710312 -5.743855	9.247184 -3.965580	2.303094 -1.290947	-4.022132 -5.914948	-8.060353 15.027629	-7.180719 -4.220302	1.410026 -3.233510	2.972457 -2.730174	3.684210 2.818821	-5.056815 3.352325	-10.202415 -3.734905	2.839371 0.642100	-2.382921 -3.496676	4.013807 1.700903	-0.386461 -2.004578	7.340198 -3.818260	10.611951 -4.435215	-6.321623 7.314719	
-1.103057 -3.466671	-2.001412 2.682254	-2.368938 -5.660359	8.752719 -3.381723	2.518439 -2.002480	-4.149074 -6.633040	-8.623542 15.525200	-6.851309 -4.364914	1.800638 -3.066606	3.070207 -2.851686	4.375902 3.804494	-5.363797 4.236868	-9.547642 -4.603896	2.249191 1.576822	-2.311702 -2.580349	3.047183 0.795729	-1.219180 -1.162377	6.499639 -3.379373	10.722870 -4.654734	-6.243319 6.664438	
-0.247553 -2.957521	-2.425636 2.609326	-1.636048 -6.180986	9.179085 -3.939814	2.731404 -2.849292	-4.589630 -6.468074	-8.291409 14.696586	-6.944876 -3.371074	2.047531 -2.498158	2.857637 -2.828762	3.816892 4.565126	-5.678805 4.053273	-10.536737 -5.238855	2.525332 1.046144	-2.673303 -2.434155	3.255609 0.737823	-0.311327 -0.776406	6.932030 -3.898561	9.822468 -5.352711	-7.125565 6.685451	
0.154365 -2.922429	-2.681635 1.649743	-2.159825 -5.409699	9.738088 -3.029493	2.084261 -3.044507	-4.986614 -6.856712	-8.872073 14.506138	-6.650867 -3.535551	2.761590 -2.824711	3.333416 -2.583764	4.388076 4.564956	-6.330090 3.480583	-10.535810 -5.736355	3.026122 1.402674	-2.978949 -3.288759	3.386303 -0.112055	0.104184 -0.160876	7.851938 -4.032795	10.543428 -4.485151	-7.456077 7.025074	
-0.575342 -3.729833	-2.734694 2.100948	-1.226030 -6.202206	10.080491 -3.760005	1.217348 -2.363088	-4.950935 -5.865725	-9.593774 15.464945	-7.256947 -3.170896	1.961827 -3.747999	2.902780 -2.227248	5.288472 5.500489	-6.813506 4.386900	-11.320699 -6.200997	3.407422 1.338869	-3.162902 -3.347805	2.439230 -0.264235	0.895029 -0.659602	6.885507 -3.173785	10.694880 -5.192411	-7.672901 7.789036	
-1.256279 -4.144065	-2.007949 2.464328	-1.372826 -5.457907	10.075791 -4.173497	0.804776 -2.982033	-5.224225 -6.056013	-9.600121 15.984580	-6.917141 -2.779798	2.739794 -4.674615	3.196123 -1.275144	5.406237 6.074108	-6.268692 3.788982	-11.517155 -6.657730	3.547884 0.989137	-3.339343 -3.707723	2.552607 -0.502073	0.613794 0.042702	6.163900 -3.519563	9.748853 -5.180095	-7.574256 8.038886	
-0.996658 -3.956044	-1.684001 2.357472	-2.287468 -5.845396	10.497969 -3.812876	0.040137 -2.284643	-5.880879 -5.303118	-10.038479 16.135378	-6.441716 -2.100857	2.764151 -5.212731	2.902395 -1.166246	4.972541 6.462657	-6.280685 4.559850	-11.619790 -6.162021	4.123560 1.775351	-3.716857 -3.934047	2.054228 -0.122061	-0.048319 0.825911	6.553315 -4.232884	9.842655 -4.736288	-7.768957 7.788733	
-1.391948 -3.730436	-1.237615 2.258534	-1.464904 -5.302777	11.180725 -4.041981	0.125290 -2.185126	-5.933304 -5.474684	-9.488032 16.460578	-5.795412 -2.448658	2.803868 -5.814786	2.201182 -1.898777	5.438573 7.398901	-5.614292 5.044708	-12.524285 -6.559910	3.571251 2.358042	-2.798029 -3.612884	3.003417 0.178807	0.873730 1.340243	5.704626 -4.840834	10.246267 -5.648782	-7.081758 6.838282	
-2.078416 -3.401338	-1.207420 2.605641	-1.162701 -5.465482	12.050599 -3.189955	-0.496987 -1.708759	-5.272538 -4.492411	-9.949469 15.696564	-6.057252 -2.640955	2.107549 -5.860980	3.064595 -1.468154	6.166327 6.811763	-5.968072 5.257150	-12.123320 -7.155352	4.503170 1.693645	-3.665157 -3.125124	2.851959 0.991359	-0.108437 1.010057	6.194873 -4.391961	9.736708 -5.231023	-6.833105 7.268322	
-1.299559 -3.988416	-1.917847 3.079822	-0.757603 -6.040741	11.177147 -3.868117	-0.399996 -2.111664	-5.981695 -4.373618	-10.837583 16.371499	-5.637252 -3.639754	2.519939 -4.892116	3.895959 -2.423543	5.494301 5.881128	-6.609843 6.252802	-12.398955 -7.403456	3.937629 2.530128	-2.830027 -2.440741	3.297924 1.542966	0.654153 0.741852	6.150834 -4.783119	10.406620 -6.221910	-7.267038 7.996364	
-0.776017 -3.165896	-1.414812 2.492539	0.111946 -5.636858	10.722239 -3.087589	0.525669 -2.372826	-6.039544 -4.287846	-11.811236 16.802832	-4.682780 -2.816679	2.197401 -5.202396	3.443706 -2.189846	5.184555 5.030306	-6.960361 5.625548	-13.389738 -8.243789	3.556149 1.870136	-3.793658 -2.675185	2.851687 1.755081	-0.329564 1.147380	5.864400 -4.010148	9.576431 -6.422551	-6.365919 7.596569	
-1.381271 -2.293403	-1.281608 1.780010	-0.572385 -6.071042	10.830551 -3.600690	0.938548 -2.062984	-5.841512 -3.690556	-12.565291 17.639032	-4.535715 -3.126069	3.030551 -6.051670	3.117382 -1.522058	5.699998 5.746801	-6.095387 5.916746	-13.670318 -8.365470	2.796420 1.628292	-4.014539 -3.063109	2.564414 1.954630	-0.106878 0.878333	5.858164 -3.659988	8.978890 -6.561877	-6.530611 7.024316	
-0.711162 -1.354709	-0.340271 2.745127	-1.259967 -6.921339	10.611759 -3.304482	1.806146 -2.978469	-5.671011 -4.516625	-11.990201 17.662679	-5.202451 -2.552270	2.135428 -5.180072	2.409132 -1.800752	5.035733 6.733412	-5.758676 6.019065	-13.230147 -7.732351	3.468047 1.151956	-4.425495 -3.007178	1.919411 2.160281	-0.589196 0.455292	5.814514 -2.836523	9.143642 -6.905674	-6.492114 7.375922	
-1.250251 -1.255607	-0.785974 1.866386	-2.046578 -7.712273	9.790913 -3.987251	2.551764 -3.352604	-4.727295 -4.885899	-11.698748 18.554811	-5.310259 -2.020525	2.310344 -5.543129	2.220687 -2.353457	4.818811 7.670684	-6.487158 5.410178	-13.920569 -8.602303	3.812283 0.567686	-4.371320 -3.946768	2.383866 1.321564	-0.227860 0.136579	5.976365 -3.131551	8.338804 -6.535292	-5.633958 8.288197	
-1.426778 -1.786397	-0.530155 1.888933	-1.225742 -7.051839	9.974501 -4.847991	1.815880 -4.017680	-4.291059 -5.197652	-11.788312 18.626518	-5.557875 -1.284543	1.546260 -5.193650	2.268314 -2.920702	4.317834 7.932095	-6.016395 4.606796	-13.328016 -8.193509	3.452770 0.350422	-3.504132 -4.402383	2.240729 1.176052	0.142969 -0.842614	6.900015 -2.472752	8.439907 -6.067187	-6.021721 8.725085	
-1.498558 -2.592783	0.418270 1.618279	-1.539457 -6.219674	10.489236 -4.428355	1.584316 -4.762953	-4.836055 -5.715477	-11.349533 17.955732	-5.492199 -2.127669	1.630484 -4.955695	2.219711 -2.016445	3.954333 7.459712	-6.465949 5.496516	-13.987725 -7.857972	3.216637 -0.452303	-4.000049 -4.172320	1.656113 2.018272	0.718334 -0.049537	5.937633 -2.583835	7.511927 -5.173585	-5.890868 9.246009	
-2.219666 -1.699754	1.022615 2.435767	-2.139492 -6.867478	9.706200 -4.924847	1.382904 -4.417355	-5.253690 -5.373700	-11.016632 18.814521	-5.978796 -2.435720	2.250777 -5.898024	2.926608 -1.315760	3.092558 8.111976	-7.368638 5.280223	-13.471321 -8.421963	2.282181 -1.071124	-3.437562 -3.879913	1.068495 1.729722	1.251131 -1.023010	5.243591 -1.785233	7.925491 -5.993094	-5.736309 8.503370	
-1.755105 -1.761143	1.294395 2.877105	-1.727483 -7.131833	10.420330 -4.747446	0.668312 -4.943974	-4.928141 -6.035644	-10.161527 18.054325	-6.524796 -1.750911	2.642512 -6.385976	2.518688 -2.245245	2.663116 7.443552	-6.700394 4.328360	-14.336799 -9.129663	1.351814 -0.207813	-3.730237 -3.765717	1.561930 1.278135	0.738627 -1.288031	5.149096 -1.211353	8.714281 -6.605252	-5.267926 8.944234	
-0.789452 -2.148695	0.518959 3.521374	-1.355269 -6.205782	10.777058 -3.764578	-0.174058 -4.438560	-4.162053 -6.022792	-9.212233 17.935828	-6.921414 -0.976216	3.096612 -6.876768	2.636654 -2.504766	2.488829 8.020101	-5.988454 4.355411	-15.038878 -9.863202	2.252308 0.641829	-3.613379 -4.758266	1.134382 1.309958	1.417883 -2.065986	5.892025 -1.645927	7.725725 -6.755515	-4.725850 9.072062	
-0.846701 -2.451430	1.016808 2.535549	-1.165482 -7.046466	10.799497 -4.045924	-0.640468 -5.072240	-3.427816 -5.304771	-8.987997 18.739541	-6.547753 -0.519445	3.292866 -6.930084	2.082907 -1.764506	3.189488 8.026798	-6.555970 4.388245	-15.164399 -9.664592	3.204813 0.109205	-2.898356 -4.104766	0.992925 0.945660	0.474140 -2.094144	5.773346 -1.757482	8.639368 -7.493766	-4.084423 8.852018	
